id,virus,host,probability_positive
3407,TBEV,M arvalis,0.971334661
3408,SLE virus,killer whale,0.7697305259999999
3409,CDC,killer whale,0.7697305259999999
3410,SLE,killer whale,0.7697305259999999
3411,BAGV,human,0.406677151
3412,ZIKV,monkey,0.5
3413,West Nile,chicken,0.644473812
3414,CNS,human,0.5
3415,MVE,human,0.5
3416,SLE,human,0.5
3417,WNV,Dama dama,0.9914590209999999
3418,WNV,European roe,0.996435718
3419,WNV,Capreolus capreolus,0.996435718
3420,WNV,fallow deer,0.996435718
3421,WNV,Ovis aries,0.9778846520000001
3422,WNV,Cervus elaphus,0.9914590209999999
3423,WNV,red sheep,0.9914590209999999
3424,WNV,red deer,0.9914590209999999
3425,TBE,horse,0.718884883
3426,TBE,dog,0.718884883
3427,TBE,horse,0.718884883
3428,TBE,dog,0.718884883
3429,FITC,Rabbit,0.811348455
3430,FITC,Goat,0.811348455
3431, WNV ,mouse,0.971334661
3432, ABC ,mouse,0.977576962
3433,TBEV,Myodes glareolus,0.9778846520000001
3434,TBEV,Apodemus sylvaticus,0.9914590209999999
3435,TBEV,Microtus agrestis,0.9914590209999999
3436,TBEV,Apodemus agrarius,0.996435718
3437,TBEV,Microtus arvalis,0.9778846520000001
3438,TBEV,Apodemus flavicollis,0.996435718
3439,yellow fever,mice,0.9102092140000001
3440,dengue,mice,0.9102092140000001
3441,TBE,human,0.991338518
3442,MEAV,human,0.911357504
3443,MEAV,human,0.91832782
3444,HIT,human,0.911357504
3445,HIT,human,0.810714404
3446,JEV,Black  crowned Night Heron,0.811348455
3447,JEV,Bubulcus ibis,0.811348455
3448,JEV,Cattle Egret,0.811348455
3449,JEV,Sus scrofa,0.811348455
3450,JEV,Nycticorax nycticorax,0.811348455
3451,JEV,swine,0.811348455
3452,WNV,human,0.811348455
3453,WNV,horse,0.811348455
3454,TBE,human,0.811348455
3455,TBE,human,0.7697305259999999
3456,TBE,human,0.7697305259999999
3457,IFA,C ciconia,0.911581805
3458,IFA,P haliaetus,0.911581805
3459,IFA,Phoenicurus phoenicurus,0.911581805
3460,WNV,C ciconia,0.911581805
3461,WNV,P haliaetus,0.911581805
3462,WNV,Phoenicurus phoenicurus,0.911581805
3463,USUV,C ciconia,0.911581805
3464,USUV,P haliaetus,0.911581805
3465,USUV,Phoenicurus phoenicurus,0.911581805
3466,dengue,monkeys,0.7697305259999999
3467,yellow fever,monkeys,0.7697305259999999
3468,WNV,western Mediterranean mouse,0.964528101
3469,WNV,Apodemus,0.811348455
3470,WNV,long  tailed field mouse,0.811348455
3471,WNV,Mus spretus,0.918637574
3472,WNV,mouse,0.811348455
3473,WNV,Apodemus sylvaticus,0.535475279
3474,TBE,red fox,0.8952688259999999
3475,TBE,V vulpes,0.8952688259999999
3476,USUV,Turdus merula,0.780477858
3477,USUV,Eurasian Jay,0.92989707
3478,USUV,Garrulus glandarius,0.92989707
3479,USUV,Carrion Crow,0.92989707
3480,USUV,Pica pica,0.92989707
3481,USUV,Corvus corone cornix,0.92989707
3482,USUV,European Starling,0.92989707
3483,USUV,Magpie,0.92989707
3484,USUV,Sturnus vulgaris,0.92989707
3485,USUV,Eurasian Blackbird,0.780477858
3486,WNV,Turdus merula,0.452557473
3487,WNV,Eurasian Jay,0.92989707
3488,WNV,Garrulus glandarius,0.92989707
3489,WNV,Carrion Crow,0.92989707
3490,WNV,Pica pica,0.92989707
3491,WNV,Corvus corone cornix,0.92989707
3492,WNV,European Starling,0.780477858
3493,WNV,Magpie,0.92989707
3494,WNV,Sturnus vulgaris,0.780477858
3495,WNV,Eurasian Blackbird,0.452557473
3496,USUV,Turdus merula,0.452557473
3497,USUV,Eurasian Jay,0.92989707
3498,USUV,Garrulus glandarius,0.92989707
3499,USUV,Carrion Crow,0.92989707
3500,USUV,Pica pica,0.92989707
3501,USUV,Corvus corone cornix,0.92989707
3502,USUV,European Starling,0.92989707
3503,USUV,Magpie,0.92989707
3504,USUV,Sturnus vulgaris,0.780477858
3505,USUV,Eurasian Blackbird,0.780477858
3506,WNV,Turdus merula,0.780477858
3507,WNV,Eurasian Jay,0.92989707
3508,WNV,Garrulus glandarius,0.92989707
3509,WNV,Carrion Crow,0.92989707
3510,WNV,Pica pica,0.92989707
3511,WNV,Corvus corone cornix,0.92989707
3512,WNV,European Starling,0.92989707
3513,WNV,Magpie,0.92989707
3514,WNV,Sturnus vulgaris,0.92989707
3515,WNV,Eurasian Blackbird,0.780477858
3516,TBEV,sheep,0.811348455
3517,TBEV,rabbit,0.9778846520000001
3518,Usutu virus,human,0.811348455
3519,WNF,human,0.7697305259999999
3520,WNF,human,0.7697305259999999
3521,West Nile,human,0.7697305259999999
3522,West Nile,human,0.811348455
3523, WNF ,human,0.7697305259999999
3524, WNF ,human,0.811348455
3525,Japanese encephalitis virus,Turdus merula,0.9914590209999999
3526,Usutu virus,Turdus merula,0.9963938929999999
3527, USUV ,Turdus merula,0.9914590209999999
3528,Usutu Virus,Turdus merula,0.922188745
3529,West Nile,Human,0.811348455
3530,West Nile,Human,0.811348455
3531, SLEV ,Human,0.245508239
3532, SLEV ,Human,0.245508239
3533,West Nile,Human,0.811348455
3534,West Nile,Human,0.7697305259999999
3535,Cherry,duck,0.811348455
3536,Cherry,duck,0.811348455
3537,SLEV,human,0.811348455
3538,TBEV,red deer,0.9916422090000001
3539,TBEV,red deer,0.9723201490000001
3540,SSEV,sheep,0.918637574
3541,West Nile virus,Accipiter gentilis,0.9885914640000001
3542,West Nile virus,Bubo virginianus,0.9885914640000001
3543,TBEV,Turdus pallidus,0.9723201490000001
3544,TBEV,T iliacus,0.9723201490000001
3545,TBEV,Lanius cristatus,0.9723201490000001
3546,TBEV,Emberiza fucata,0.9723201490000001
3547,TBEV,Troglodytes troglodytes,0.9723201490000001
3548,TBEV,T pilaris,0.9723201490000001
3549,TBEV,Accipiter gentilis,0.9723201490000001
3550,WNV,human,0.911581805
3551, SSEV ,sheep,0.7697305259999999
3552,Sindbis,human,0.811348455
3553,WNV,Crowned Eagle,0.7697305259999999
3554,WNV,lapwing,0.92989707
3555,WNV,black  headed gull,0.92989707
3556,WNV,Fulica atra,0.92989707
3557,WNV,Larus ridibundus,0.92989707
3558,WNV,turtle dove,0.92989707
3559,WNV,common coot,0.92989707
3560,WNV,garganey,0.92989707
3561,WNV,Ciconia ciconia,0.92989707
3562,WNV,white stork,0.92989707
3563,WNV,Vanellus vanellus,0.92989707
3564,TBEV,cattle,0.991233885
3565,TBEV,Vulpes vulpes,0.991233885
3566,TBEV,Capreolus capreolus,0.991233885
3567,TBEV,roe deer,0.991233885
3568,TBEV,red fox,0.991233885
3569,TBEV,cattle,0.991233885
3570,TBEV,Vulpes vulpes,0.996642646
3571,TBEV,Capreolus capreolus,0.996642646
3572,TBEV,roe deer,0.99860318
3573,TBEV,red fox,0.996642646
3574,TMB,horse,0.7697305259999999
3575,Japanese encephalitis,human,0.811348455
3576,FCS,mice,0.7697305259999999
3577,FCS,mice,0.7697305259999999
3578,FCS,mice,0.7697305259999999
3579,SPOV,human,0.9116732940000001
3580,TBEV,brambling,0.996272313
3581,TBEV,brambling,0.9971002840000001
3582,JEV,mice,0.9916422090000001
3583,TBEV,red deer,0.971334661
3584,TBEV,red deer,0.977576962
3585,ALKV,sheep,0.9637842809999999
3586,KFDV,sheep,0.9637842809999999
3587,WNV,human,0.911581805
3588,TBEV,cow,0.911581805
3589,TBEV,cow,0.92989707
3590,yellow fever,Human,0.7697305259999999
3591,USUV,blackbird,0.92989707
3592,TBEV,blackbird,0.911581805
3593,SLEV,Crowned Eagle,0.97136427
3594,TBEV,goat,0.811348455
3595,USUV,human,0.9131081529999999
3596,USUV,human,0.9131081529999999
3597,West Nile virus,human,0.9131081529999999
3598,West Nile virus,human,0.9131081529999999
3599,USUV,human,0.9131081529999999
3600,USUV,human,0.9131081529999999
3601,Japanese encephalitis virus,human,0.9131081529999999
3602,Japanese encephalitis virus,human,0.5
3603,NKV,mice,0.294076903
3604,TBE,human,0.7697305259999999
3605,DENV,Marmosa murina,0.811348455
3606,ZIKV,human,0.811348455
3607,TBEV,mouse,0.9116732940000001
3608,MVEV,mouse,0.9906540979999999
3609,SPV,Sigmodon hispidus,0.965019996
3610,SPV,white  footed mouse,0.9131081529999999
3611,SPV,Peromyscus leucopus,0.9131081529999999
3612,SVV,Sigmodon hispidus,0.9131081529999999
3613,SVV,white  footed mouse,0.965019996
3614,SVV,Peromyscus leucopus,0.965019996
3615,JUTV,Sigmodon hispidus,0.965019996
3616,JUTV,white  footed mouse,0.9131081529999999
3617,JUTV,Peromyscus leucopus,0.9131081529999999
3618,Cowbone Ridge virus,Sigmodon hispidus,0.965019996
3619,Cowbone Ridge virus,white  footed mouse,0.9131081529999999
3620,Cowbone Ridge virus,Peromyscus leucopus,0.9131081529999999
3621,TBEV,cattle,0.8634331409999999
3622,TBE,cattle,0.7241581509999999
3623,TBE,cattle,0.5
3624,DENV,human,0.971334661
3625,dengue,human,0.977576962
3626,JEV,horse,0.7697305259999999
3627,CVL,horse,0.7697305259999999
3628,yellow fever virus,monkeys,0.811348455
3629,TBE,mouse,0.7697305259999999
3630,TBE,rhesus monkey,0.7697305259999999
3631,TBE,sheep,0.7697305259999999
3632,TBE,pig,0.7697305259999999
3633,WNV,pig,0.9199528990000001
3634,louping ill,goat,0.7697305259999999
3635,West Nile virus,Corvus mellori,0.7697305259999999
3636,West Nile virus,little raven,0.7697305259999999
3637,Zika virus,human,0.811348455
3638,USUV,blackbird,0.977576962
3639,Zika,Monkey,0.294076903
3640,yellow fever,Monkey,0.294076903
3641, INIA ,INIA,0.811348455
3642,USUV,Anser anser,0.811348455
3643,USUV,Gallus domesticus,0.811348455
3644,USUV,chicken,0.811348455
3645,USUV,Anser anser,0.811348455
3646,USUV,Gallus domesticus,0.811348455
3647,USUV,chicken,0.811348455
3648,tick  borne encephalitis virus,Vulpes vulpes,0.7737268959999999
3649,tick  borne encephalitis virus,red deer,0.7737268959999999
3650,tick  borne encephalitis virus,Cervus elaphus,0.811348455
3651,tick  borne encephalitis virus,red deer,0.811348455
3652,tick  borne encephalitis virus,Vulpes vulpes,0.811348455
3653,tick  borne encephalitis virus,Cervus elaphus,0.7737268959999999
3654,tick  borne encephalitis virus,Vulpes vulpes,0.992100743
3655,tick  borne encephalitis virus,red deer,0.996976277
3656,tick  borne encephalitis virus,Cervus elaphus,0.886713702
3657,tick  borne encephalitis virus,red deer,0.886713702
3658,tick  borne encephalitis virus,Vulpes vulpes,0.886713702
3659,tick  borne encephalitis virus,Cervus elaphus,0.996976277
3660, TBEV ,Vulpes vulpes,0.992100743
3661, TBEV ,red deer,0.996976277
3662, TBEV ,Cervus elaphus,0.886713702
3663, TBEV ,red deer,0.886713702
3664, TBEV ,Vulpes vulpes,0.886713702
3665, TBEV ,Cervus elaphus,0.996976277
3666,TBEV,Vulpes vulpes,0.7737268959999999
3667,TBEV,red deer,0.7737268959999999
3668,TBEV,Cervus elaphus,0.811348455
3669,TBEV,red deer,0.811348455
3670,TBEV,Vulpes vulpes,0.811348455
3671,TBEV,Cervus elaphus,0.7737268959999999
3672,WNV,pale  breasted thrush,0.991338518
3673,WNV,bananaquit,0.991338518
3674,WNV,G gallus,0.991338518
3675,WNV,C flaveola,0.991338518
3676,WNV,chicken,0.977576962
3677,WNV,T leucomelas,0.991338518
3678,Chikungunya Virus,Monkey,0.811348455
3679,Chikungunya Virus,monkey,0.7697305259999999
3680,Chikungunya Virus,Macaca nemestrina,0.7697305259999999
3681,Chikungunya Virus,Macaca nemestrina,0.811348455
3682,Chikungunya virus,Monkey,0.811348455
3683,Chikungunya virus,monkey,0.811348455
3684,Chikungunya virus,Macaca nemestrina,0.811348455
3685,Chikungunya virus,Macaca nemestrina,0.535475279
3686,Japanese encephalitis,Monkey,0.535475279
3687,Japanese encephalitis,monkey,0.811348455
3688,Japanese encephalitis,Macaca nemestrina,0.811348455
3689,Japanese encephalitis,Macaca nemestrina,0.535475279
3690,Dengue,Monkey,0.535475279
3691,Dengue,monkey,0.811348455
3692,Dengue,Macaca nemestrina,0.811348455
3693,Dengue,Macaca nemestrina,0.535475279
3694,Japanese Encephalitis,Monkey,0.811348455
3695,Japanese Encephalitis,monkey,0.7697305259999999
3696,Japanese Encephalitis,Macaca nemestrina,0.7697305259999999
3697,Japanese Encephalitis,Macaca nemestrina,0.811348455
3698,Dengue,Monkey,0.811348455
3699,Dengue,monkey,0.7697305259999999
3700,Dengue,Macaca nemestrina,0.7697305259999999
3701,Dengue,Macaca nemestrina,0.811348455
3702,EEE,cattle,0.780477858
3703,EEE,chicken,0.92989707
3704,EEE,Glaucidium brasilianum,0.92989707
3705,Pixuna,cattle,0.811348455
3706,Pixuna,chicken,0.911581805
3707,Pixuna,Glaucidium brasilianum,0.7697305259999999
3708,Una,cattle,0.92989707
3709,Una,chicken,0.911581805
3710,Una,Glaucidium brasilianum,0.92989707
3711,WNV,Passer domesticus,0.99637263
3712,WNV,house sparrow,0.99637263
3713,tick  borne encephalitis,cattle,0.811348455
3714,USUTU VIRUS,house sparrow,0.811348455
3715,louping ill virus,sheep,0.977576962
3716,WNV,P montanus,0.984849063
3717,WNV,Passer domesticus,0.984849063
3718,TBEV,rabbit,0.7697305259999999
3719,West Nile,Horse,0.997274792
3720,NSW,Horse,0.9723201490000001
3721, WNV ,human,0.811348455
3722,WNV,human,0.7697305259999999
3723,West Nile virus,human,0.811348455
3724,West Nile,Cattle,0.5
3725,West Nile,Dog,0.21137518
3726,West Nile,Goat,0.5
3727,Sindbis,Cattle,0.5
3728,Sindbis,Dog,0.21137518
3729,Sindbis,Goat,0.5
3730,Langat,Cattle,0.5
3731,Langat,Dog,0.21137518
3732,Langat,Goat,0.5
3733,TBEV,red deer,0.9723201490000001
3734,TBEV,red deer,0.9916422090000001
3735,TBE,Cervus elaphus,0.7697305259999999
3736,TBE,Cervus elaphus,0.7697305259999999
3737,TBEVVRBCro,red deer,0.9916422090000001
3738,TBEVStrosinci,red deer,0.978352628
3739,Chikungunya,Rhesus macaque,0.811348455
3740,TBE,human,0.7697305259999999
3741,WNV,magpie,0.9906540979999999
3742,JEV,mouse,0.92989707
3743,JEV,horse,0.92989707
3744,JEV,mouse,0.92989707
3745,JEV,horse,0.92989707
3746,dengue virus,Macaca sinica,0.997175185
3747,WNV,chicken,0.92989707
3748,WNV,horse,0.92989707
3749,EEEV,chicken,0.911581805
3750,EEEV,horse,0.92989707
3751,SLEV,chicken,0.92989707
3752,SLEV,horse,0.92989707
3753,TBE virus,dog,0.7697305259999999
3754,TBE virus,horse,0.7697305259999999
3755,TBEV,red deer,0.997425108
3756,TBE,red deer,0.7697305259999999
3757,TBE,Cervus elaphus,0.7697305259999999
3758,TBE,red deer,0.7697305259999999
3759,USUV,chicken,0.7697305259999999
3760,vEE,Peromyscus leucopus,0.535475279
3761,vEE,Lynx,0.811348455
3762,vEE,Baiomys taylori,0.535475279
3763,vEE,Neotoma mexicana,0.21137518
3764,vEE,Mephitis mephitis,0.811348455
3765,vEE,Procyon lotor,0.811348455
3766,vEE,Odocoileus virginianus,0.811348455
3767,VEE,Peromyscus leucopus,0.535475279
3768,VEE,Lynx,0.811348455
3769,VEE,Baiomys taylori,0.535475279
3770,VEE,Neotoma mexicana,0.535475279
3771,VEE,Mephitis mephitis,0.811348455
3772,VEE,Procyon lotor,0.811348455
3773,VEE,Odocoileus virginianus,0.811348455
3774,VSV,Peromyscus leucopus,0.535475279
3775,VSV,Lynx,0.811348455
3776,VSV,Baiomys taylori,0.21137518
3777,VSV,Neotoma mexicana,0.21137518
3778,VSV,Mephitis mephitis,0.811348455
3779,VSV,Procyon lotor,0.811348455
3780,VSV,Odocoileus virginianus,0.811348455
3781,vSV,Peromyscus leucopus,0.535475279
3782,vSV,Lynx,0.811348455
3783,vSV,Baiomys taylori,0.535475279
3784,vSV,Neotoma mexicana,0.21137518
3785,vSV,Mephitis mephitis,0.811348455
3786,vSV,Procyon lotor,0.811348455
3787,vSV,Odocoileus virginianus,0.811348455
3788,TBE,human,0.7697305259999999
3789,WNV,Roman mole,0.811348455
3790,WNV,Talpa romana,0.811348455
3791,West Nile virus,human,0.7697305259999999
3792, SLEV ,human,0.7697305259999999
3793,JEV,human,0.7697305259999999
3794,Murray Valley encephalitis virus,human,0.7697305259999999
3795, WNV ,human,0.7697305259999999
3796, MVEV ,human,0.7697305259999999
3797,Japanese encephalitis virus,human,0.811348455
3798, JEV ,human,0.811348455
3799,Saint Louis encephalitis virus,human,0.7697305259999999
3800,WNV,American kestrel,0.811348455
3801,TBE,Monkey,0.245508239
3802,TBE,Macaca sylvanus,0.245508239
3803,TBE,monkey,0.5
3804,TBE,Macaca sylvanus,0.5
3805, TBE ,Monkey,0.245508239
3806, TBE ,Macaca sylvanus,0.245508239
3807, TBE ,monkey,0.5
3808, TBE ,Macaca sylvanus,0.5
3809,WNV,House Sparrow,0.811348455
3810,WNV,Passer domesticus,0.811348455
3811,WNV,Hemignathus virens,0.811348455
3812,WNV,House Finch,0.811348455
3813,WNV,Carpodacus mexicanus,0.811348455
3814,SLEV,House Sparrow,0.811348455
3815,SLEV,Passer domesticus,0.811348455
3816,SLEV,Hemignathus virens,0.811348455
3817,SLEV,House Finch,0.811348455
3818,SLEV,Carpodacus mexicanus,0.811348455
3819,TBE,Vulpes vulpes,0.7697305259999999
3820,TBEV,Vulpes vulpes,0.326992165
3821,TBE,Vulpes vulpes,0.644473812
3822,TBE,human,0.811348455
3823,CHIK,monkeys,0.92989707
3824,CHIK,human,0.992618001
3825,CHIK,monkeys,0.911581805
3826,CHIK,human,0.992618001
3827,TBE,human,0.7697305259999999
3828,Louping Ill,sheep,0.535475279
3829,louping ill,sheep,0.811348455
3830,FITC,Rabbit,0.7697305259999999
3831,FITC,chicken,0.7697305259999999
3832,SLEV,human,0.9916422090000001
3833,EEEV,human,0.9723201490000001
3834,WNV,human,0.9916422090000001
3835,Usutu,Larus ridibundus,0.7697305259999999
3836,Usutu,black  headed gull,0.7697305259999999
3837,TBEV,M arvalis,0.989491973
3838,USUV,T merula,0.92989707
3839,USUV,Blackbird,0.92989707
3840,EEE,human,0.911581805
3841,EEE virus,human,0.911581805
3842,Murray Valley encephalitis virus,horse,0.971334661
3843,Murray Valley encephalitis virus,human,0.811348455
3844,MVEV,horse,0.9168477759999999
3845,MVEV,human,0.811348455
3846,Murray Valley encephalitis virus,horse,0.991338518
3847,Murray Valley encephalitis virus,human,0.730967357
3848,IHC,horse,0.21137518
3849,IHC,Elephas maximus,0.21137518
3850,IHC,Red deer,0.5
3851,IHC,Mountain goat,0.294076903
3852,IHC,Cervus elaphus,0.5
3853,IHC,Rhinoceros unicornis,0.21137518
3854,IHC,Rangifer tarandus,0.5
3855,IHC,Equus caballus,0.21137518
3856,IHC,Oreamnos americanus,0.294076903
3857,IHC,Fallow deer,0.5
3858,IHC,White  tailed deer,0.245508239
3859,IHC,Dama dama,0.5
3860,IHC,European roe,0.245508239
3861,IHC,Roman mole,0.245508239
3862,IHC,Asian elephant,0.21137518
3863,IHC,Indian rhinoceros,0.21137518
3864,IHC,Odocoileus virginianus,0.245508239
3865,IHC,Capreolus capreolus,0.245508239
3866,IHC,Talpa romana,0.245508239
3867,IHC,Reindeer,0.5
3868,IHC,Red sheep,0.5
3869,DENV,human,0.811348455
3870,JEV,human,0.811348455
3871,bluetongue virus,sheep,0.5158127220000001
3872,Japanese encephalitis,human,0.7697305259999999
3873,USUV,human,0.977576962
3874,TBE virus,human,0.950122712
3875,Bluetongue,cattle,0.811348455
3876,Bluetongue,sheep,0.811348455
3877,MEAV,mouse,0.7697305259999999
3878,DENV,Human,0.971334661
3879,JEV,Human,0.971334661
3880,TBEVTikves,red deer,0.9916422090000001
3881,TBEVSDjCro,red deer,0.9916422090000001
3882,TBEVVRBCro,red deer,0.978352628
3883,TBEV,red deer,0.9916422090000001
3884,TBEVVZCro,red deer,0.9916422090000001
3885,West Nile virus,Asian house shrew,0.9988415759999999
3886,West Nile virus,Suncus murinus,0.9988415759999999
3887,West Nile virus,Crocidura russula,0.9927208340000001
3888,West Nile virus,yellow baboon,0.9906540979999999
3889,West Nile virus,African giant shrew,0.973371329
3890,West Nile virus,Papio cynocephalus,0.9906540979999999
3891,West Nile virus,Crocidura zaphiri,0.973371329
3892,West Nile virus,Greater white  toothed shrew,0.997214713
3893,West Nile virus,Papio anubis,0.9906540979999999
3894,West Nile virus,olive baboon,0.9718242579999999
3895,TBEV,Turdus pilaris,0.9914590209999999
3896,USUV,Garden Warbler,0.7697305259999999
3897,USUV,Nightingale,0.7697305259999999
3898,TBEV,Sheep,0.7697305259999999
3899,TBEV,monkey,0.7697305259999999
3900,DENV,monkeys,0.7697305259999999
3901,dengue,monkeys,0.811348455
3902,JEV,monkeys,0.7697305259999999
3903,TBE,human,0.245508239
3904,TBE,human,0.811348455
3905,TBE,human,0.521006723
3906,WNV,monkeys,0.811348455
3907,WNV,Alouatta caraya,0.811348455
3908,WNV,black howler,0.811348455
3909,WNV,monkeys,0.811348455
3910,WNV,Alouatta caraya,0.811348455
3911,WNV,black howler,0.811348455
3912,WNV,Oryctolagus cuniculus,0.918637574
3913,WNV,rabbits,0.918637574
3914,USUV,Turdus merula,0.811348455
3915,USUV,Strix nebulosa,0.811348455
3916,WNV,Accipiter nisus,0.452557473
3917,WNV,Accipiter gentilis,0.452557473
3918,WNV,Fulica atra,0.452557473
3919,WNV,Osprey,0.780477858
3920,WNV,White Stork,0.92989707
3921,WNV,Grey Heron,0.92989707
3922,WNV,Mute Swan,0.92989707
3923,WNV,Columba livia,0.452557473
3924,WNV,Columba palumbus,0.452557473
3925,WNV,Western Marsh Harrier,0.452557473
3926,WNV,Circus aeruginosus,0.452557473
3927,WNV,Pandion haliaetus,0.780477858
3928,WNV,Cygnus olor,0.92989707
3929,WNV,Ardea cinerea,0.92989707
3930,WNV,Ciconia ciconia,0.92989707
3931,WNV,Common Buzzard,0.452557473
3932,WNV,Common Kestrel,0.452557473
3933,WNV,Buteo buteo,0.452557473
3934,WNV,Northern Goshawk,0.452557473
3935,WNV,Pigeon,0.452557473
3936,WNV,Falco tinnunculus,0.452557473
3937,WNV,Eurasian Coot,0.452557473
3938,WNV,Common Wood Pigeon,0.452557473
3939,WNV,Common Pigeon,0.452557473
3940,USUV,Accipiter nisus,0.452557473
3941,USUV,Accipiter gentilis,0.452557473
3942,USUV,Fulica atra,0.452557473
3943,USUV,Osprey,0.780477858
3944,USUV,White Stork,0.92989707
3945,USUV,Grey Heron,0.92989707
3946,USUV,Mute Swan,0.92989707
3947,USUV,Columba livia,0.452557473
3948,USUV,Columba palumbus,0.452557473
3949,USUV,Western Marsh Harrier,0.452557473
3950,USUV,Circus aeruginosus,0.452557473
3951,USUV,Pandion haliaetus,0.780477858
3952,USUV,Cygnus olor,0.92989707
3953,USUV,Ardea cinerea,0.92989707
3954,USUV,Ciconia ciconia,0.92989707
3955,USUV,Common Buzzard,0.452557473
3956,USUV,Common Kestrel,0.452557473
3957,USUV,Buteo buteo,0.452557473
3958,USUV,Northern Goshawk,0.452557473
3959,USUV,Pigeon,0.452557473
3960,USUV,Falco tinnunculus,0.452557473
3961,USUV,Eurasian Coot,0.452557473
3962,USUV,Common Wood Pigeon,0.452557473
3963,USUV,Common Pigeon,0.452557473
3964,DENV,human,0.811348455
3965,Langat virus,dog,0.9723201490000001
3966,LI virus,sheep,0.9885914640000001
3967,LI virus,sheep,0.9911102340000001
3968,DENV,human,0.911581805
3969, SINV ,Turkey,0.21137518
3970,Dengue,Turkey,0.245508239
3971, LEDV ,Turkey,0.245508239
3972, INKV ,Turkey,0.245508239
3973,West Nile,Turkey,0.535475279
3974,Usutu,Turkey,0.245508239
3975, DENV ,Turkey,0.7737268959999999
3976,Sindbis,Turkey,0.21137518
3977, BATV ,Turkey,0.245508239
3978, TAHV ,Turkey,0.7697305259999999
3979, USUV ,Turkey,0.245508239
3980, WNV ,Turkey,0.535475279
3981,BAHV,Oenanthe oenanthe,0.9916422090000001
3982,SLE virus,human,0.9916422090000001
3983,USUV,house sparrow,0.811348455
3984,JEV,human,0.9905223470000001
3985,USUV,Turdus merula,0.9778846520000001
3986,USUV,blackbird,0.9778846520000001
3987,DENV,Macaca fascicularis,0.971334661
3988,JEV,Macaca fascicularis,0.971334661
3989,TBEVTikves,red deer,0.978352628
3990,WNV,goose,0.911581805
3991,SINV,Lagopus lagopus,0.5
3992,WNV,Great Kiskadee,0.535475279
3993,WNV,Rufous Hornero,0.811348455
3994,WNV,Rufous Hornero,0.21137518
3995,WNV,Great Kiskadee,0.811348455
3996,WNV,Rufous Hornero,0.21137518
3997,SLEV,Great Kiskadee,0.811348455
3998,SLEV,Rufous Hornero,0.7697305259999999
3999,SLEV,Rufous Hornero,0.535475279
4000,SLEV,Great Kiskadee,0.811348455
4001,SLEV,Rufous Hornero,0.21137518
4002,WNV,Great Kiskadee,0.7697305259999999
4003,WNV,Rufous Hornero,0.245508239
4004,WNV,Rufous Hornero,0.7697305259999999
4005,WNV,Great Kiskadee,0.7697305259999999
4006,WNV,Rufous Hornero,0.811348455
4007,SLEV,Great Kiskadee,0.811348455
4008,SLEV,Rufous Hornero,0.7697305259999999
4009,SLEV,Rufous Hornero,0.811348455
4010,SLEV,Great Kiskadee,0.7697305259999999
4011,SLEV,Rufous Hornero,0.811348455
4012,SLEV,Great Kiskadee,0.21137518
4013,SLEV,Rufous Hornero,0.811348455
4014,SLEV,Rufous Hornero,0.21137518
4015,SLEV,Great Kiskadee,0.811348455
4016,SLEV,Rufous Hornero,0.21137518
4017,WNV,Great Kiskadee,0.7697305259999999
4018,WNV,Rufous Hornero,0.521006723
4019,WNV,Rufous Hornero,0.811348455
4020,WNV,Great Kiskadee,0.7697305259999999
4021,WNV,Rufous Hornero,0.811348455
4022,SLEV,Great Kiskadee,0.811348455
4023,SLEV,Rufous Hornero,0.7697305259999999
4024,SLEV,Rufous Hornero,0.811348455
4025,SLEV,Great Kiskadee,0.811348455
4026,SLEV,Rufous Hornero,0.811348455
4027,TBE,human,0.911581805
4028,TBE,human,0.92989707
4029,WNV,woodchuck,0.811348455
4030,WNV,Marmota monax,0.811348455
4031,LI virus,mouse,0.9723201490000001
4032,TYUV,goat,0.7697305259999999
4033,LIV,goat,0.811348455
4034,TBEV,goat,0.811348455
4035,Dengue,human,0.245508239
4036,Japanese encephalitis,human,0.245508239
4037,CHIK,human,0.245508239
4038,CHIK,human,0.5
4039,Tembusu,human,0.245508239
4040,CHIK,human,0.5
4041,Zika,human,0.245508239
4042,tick  borne encephalitis,Macaca radiata,0.7697305259999999
4043,LIV,hare,0.811348455
4044,LIV,cattle,0.811348455
4045,LIV,horse,0.811348455
4046,LIV,goat,0.811348455
4047,LIV,pig,0.811348455
4048,LIV,dog,0.811348455
4049,WNV,human,0.245508239
4050,Japanese encephalitis virus,human,0.7697305259999999
4051,JEV,human,0.521006723
4052,West Nile virus,human,0.521006723
4053,West Nile virus,human,0.811348455
4054,WEE,human,0.7697305259999999
4055,WEE,cattle,0.7697305259999999
4056,WEE,horse,0.7697305259999999
4057,EEE virus,human,0.811348455
4058,EEE virus,cattle,0.811348455
4059,EEE virus,horse,0.811348455
4060,TBEV,M arvalis,0.811348455
4061,TBEV,M glareolus,0.97172553
4062,TBEV,A flavicollis,0.97172553
4063,TBE virus,sheep,0.7697305259999999
4064, TBE ,sheep,0.7697305259999999
4065,tick  borne encephalitis,sheep,0.7697305259999999
4066,louping ill,human,0.811348455
4067,WNV,common dasymys,0.9927208340000001
4068,WNV,Dasymys incomtus,0.9927208340000001
4069,WNV,sika,0.9927208340000001
4070,WNV,rusty  bellied brush  furred rat,0.9927208340000001
